cd_cnpj;nu_ordem;cd_ramo_atividade;de_ramo_atividade;chave_cnae
00974808000250;0;4771701;COMERCIO VAREJISTA DE PRODUTOS FARMACEUTICOS, SEM MANIPULACAO DE FORMULAS;47
16066157000150;0;9492800;ATIVIDADES DE ORGANIZACOES POLITICAS;94
16020317000120;0;9492800;ATIVIDADES DE ORGANIZACOES POLITICAS;94
12026156000120;0;4930204;TRANSPORTE RODOVIARIO DE MUDANCAS;49
15663443000130;0;4712100;COMERCIO VAREJISTA DE CARNES  ACOUGUES;47
15663443000130;1;4722901;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS;47
15663443000130;2;5620104;FORNECIMENTO DE ALIMENTOS PREPARADOS PREPONDERANTEMENTE PARA CONSUMO DOMICILIAR;56
03368152000130;0;4761003;COMERCIO VAREJISTA DE ARTIGOS DE PAPELARIA;47
03368152000130;1;6202300;DESENVOLVIMENTO E LICENCIAMENTO DE PROGRAMAS DE COMPUTADOR CUSTOMIZAVEIS;62
03368152000130;2;7740300;GESTAO DE ATIVOS INTANGIVEIS NAOFINANCEIROS;77
03368152000130;3;8219999;PREPARACAO DE DOCUMENTOS E SERVICOS ESPECIALIZADOS DE APOIO ADMINISTRATIVO NAO ESPECIFICADOS ANTERIORMENTE;82
03368152000130;4;8599604;TREINAMENTO EM DESENVOLVIMENTO PROFISSIONAL E GERENCIAL;85
13754257000180;0;3299099;FABRICACAO DE PRODUTOS DIVERSOS NAO ESPECIFICADOS ANTERIORMENTE;32
13806148000160;0;5611203;LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES;56
05821726000290;0;4755501;COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO;47
05821726000290;1;4755502;COMERCIO VAREJISTA DE ARTIGOS DE VIAGEM;47
05821726000290;2;4781400;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;47
05821726000290;3;4782201;COMERCIO VAREJISTA DE CALCADOS;47
05821726000290;4;4782202;COMERCIO VAREJISTA DE TECIDOS;47
10568518000180;0;4755502;COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO;47
10568518000180;1;4763601;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;47
10568518000180;2;4781400;COMERCIO VAREJISTA DE BRINQUEDOS E ARTIGOS RECREATIVOS;47
62837737000110;0;9430800;ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE;94
62837737000110;1;9493600;ATIVIDADES DE ASSOCIACOES DE DEFESA DE DIREITOS SOCIAIS;94
62837737000110;2;9499500;ATIVIDADES DE ORGANIZACOES ASSOCIATIVAS LIGADAS A CULTURA E A ARTE;94
05600860000180;0;4721104;COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO;47
05600860000180;1;4755502;COMERCIO VAREJISTA DE ARTIGOS DE CAMA, MESA E BANHO;47
05600860000180;2;4755503;COMERCIO VAREJISTA DE ARTIGOS DE PAPELARIA;47
05600860000180;3;4761003;COMERCIO VAREJISTA DE DOCES, BALAS, BOMBONS E SEMELHANTES;47
05600860000180;4;8299707;SALAS DE ACESSO A INTERNET;82
13890078000170;0;4712100;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS;47
15665338000130;0;4110700;CONSTRUCAO DE EDIFICIOS;41
15665338000130;1;4120400;CONSTRUCAO DE OBRAS DE ARTE ESPECIAIS;41
15665338000130;2;4212000;CONSTRUCAO DE REDES DE ABASTECIMENTO DE AGUA, COLETA DE ESGOTO E CONSTRUCOES CORRELATAS, EXCETO OBRAS DE IRRIGACAO;42
15665338000130;3;4213800;INCORPORACAO DE EMPREENDIMENTOS IMOBILIARIOS;42
15665338000130;4;4222701;OBRAS DE URBANIZACAO  RUAS, PRACAS E CALCADAS;42
14455776000100;0;4330405;APLICACAO DE REVESTIMENTOS E DE RESINAS EM INTERIORES E EXTERIORES;43
50381573000180;0;4759899;COMERCIO VAREJISTA DE OUTROS ARTIGOS DE USO PESSOAL E DOMESTICO NAO ESPECIFICADOS ANTERIORMENTE;47
02710456000170;0;5611202;BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS;56
02710456000170;1;9329803;EXPLORACAO DE JOGOS DE SINUCA, BILHAR E SIMILARES;93
13086531000190;0;4729699;COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE;47
13086531000190;1;4789099;COMERCIO VAREJISTA DE PRODUTOS ALIMENTICIOS EM GERAL OU ESPECIALIZADO EM PRODUTOS ALIMENTICIOS NAO ESPECIFICADOS ANTERIORMENTE;47
50916188000190;0;4754701;COMERCIO VAREJISTA DE MOVEIS;47
09029016000100;0;4541205;COMERCIO A VAREJO DE PECAS E ACESSORIOS PARA MOTOCICLETAS E MOTONETAS;45
09029016000100;1;4744099;COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO EM GERAL;47
41400334000130;0;4781400;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;47
15187502000140;0;4729699;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;47
15187502000140;1;4772500;COMERCIO VAREJISTA DE COSMETICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL;47
15187502000140;2;4781400;COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE;47
15187502000140;3;4789001;COMERCIO VAREJISTA DE PRODUTOS ALIMENTICIOS EM GERAL OU ESPECIALIZADO EM PRODUTOS ALIMENTICIOS NAO ESPECIFICADOS ANTERIORMENTE;47
15187502000140;4;4789099;COMERCIO VAREJISTA DE SUVENIRES, BIJUTERIAS E ARTESANATOS;47
15189465000100;0;9602502;ATIVIDADES DE ESTETICA E OUTROS SERVICOS DE CUIDADOS COM A BELEZA;96
62336276000100;0;9430800;ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE;94
62336276000100;1;9493600;ATIVIDADES DE ASSOCIACOES DE DEFESA DE DIREITOS SOCIAIS;94
62336276000100;2;9499500;ATIVIDADES DE ORGANIZACOES ASSOCIATIVAS LIGADAS A CULTURA E A ARTE;94
16479387000140;0;4399103;OBRAS DE ALVENARIA;43
14465160000110;0;1411801;COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO;14
14465160000110;1;1412601;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;14
14465160000110;2;4755502;COMERCIO VAREJISTA DE COSMETICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL;47
14465160000110;3;4772500;CONFECCAO DE PECAS DE VESTUARIO, EXCETO ROUPAS INTIMAS E AS CONFECCIONADAS SOB MEDIDA;47
14465160000110;4;4781400;CONFECCAO DE ROUPAS INTIMAS;47
61860573000180;0;7020400;ADMINISTRACAO DE CAIXAS ESCOLARES;70
61860573000180;1;8550301;ATIVIDADES DE APOIO A EDUCACAO, EXCETO CAIXAS ESCOLARES;85
61860573000180;2;8550302;ATIVIDADES DE CONSULTORIA EM GESTAO EMPRESARIAL, EXCETO CONSULTORIA TECNICA ESPECIFICA;85
16491982000100;0;4781400;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;47
10664042000180;0;3250706;SERVICOS DE PROTESE DENTARIA;32
14067843000110;0;4772500;ATIVIDADES DE ESTETICA E OUTROS SERVICOS DE CUIDADOS COM A BELEZA;47
14067843000110;1;4781400;CABELEIREIROS, MANICURE E PEDICURE;47
14067843000110;2;8599699;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;85
14067843000110;3;9602501;COMERCIO VAREJISTA DE COSMETICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL;96
14067843000110;4;9602502;OUTRAS ATIVIDADES DE ENSINO NAO ESPECIFICADAS ANTERIORMENTE;96
13536554000150;0;7119704;LIMPEZA EM PREDIOS E EM DOMICILIOS;71
13536554000150;1;7490199;OUTRAS ATIVIDADES PROFISSIONAIS, CIENTIFICAS E TECNICAS NAO ESPECIFICADAS ANTERIORMENTE;74
13536554000150;2;7810800;SELECAO E AGENCIAMENTO DE MAODEOBRA;78
13536554000150;3;8121400;SERVICOS DE PERICIA TECNICA RELACIONADOS A SEGURANCA DO TRABALHO;81
13536554000150;4;8599604;TREINAMENTO EM DESENVOLVIMENTO PROFISSIONAL E GERENCIAL;85
24518128000100;0;9491000;ATIVIDADES DE ORGANIZACOES RELIGIOSAS OU FILOSOFICAS;94
11214653000190;0;4639702;COMERCIO ATACADISTA DE PRODUTOS ALIMENTICIOS EM GERAL, COM ATIVIDADE DE FRACIONAMENTO E ACONDICIONAMENTO ASSOCIADA;46
11214653000190;1;4712100;COMERCIO VAREJISTA DE CARNES  ACOUGUES;47
11214653000190;2;4722901;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS;47
10481385000100;0;4671100;COMERCIO ATACADISTA DE MADEIRA E PRODUTOS DERIVADOS;46
10481385000100;1;4744002;COMERCIO VAREJISTA DE MADEIRA E ARTEFATOS;47
12265817000170;0;1411801;CONFECCAO DE ROUPAS INTIMAS;14
14641179000170;0;1099601;FABRICACAO DE VINAGRES;10
09120875000100;0;7119703;SERVICOS DE DESENHO TECNICO RELACIONADOS A ARQUITETURA E ENGENHARIA;71
09323849000170;0;1412602;CONFECCAO DE ROUPAS PROFISSIONAIS, EXCETO SOB MEDIDA;14
09323849000170;1;1413401;CONFECCAO, SOB MEDIDA, DE PECAS DO VESTUARIO, EXCETO ROUPAS INTIMAS;14
04861391000190;0;4712100;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS;47
10918382000190;0;6204000;CONSULTORIA EM TECNOLOGIA DA INFORMACAO;62
10918382000190;1;6209100;SUPORTE TECNICO, MANUTENCAO E OUTROS SERVICOS EM TECNOLOGIA DA INFORMACAO;62
07852658000170;0;6201501;CONSULTORIA EM TECNOLOGIA DA INFORMACAO;62
07852658000170;1;6204000;DESENVOLVIMENTO DE PROGRAMAS DE COMPUTADOR SOB ENCOMENDA;62
07852658000170;2;6209100;SUPORTE TECNICO, MANUTENCAO E OUTROS SERVICOS EM TECNOLOGIA DA INFORMACAO;62
03211671000190;0;4330402;INSTALACAO DE PORTAS, JANELAS, TETOS, DIVISORIAS E ARMARIOS EMBUTIDOS DE QUALQUER MATERIAL;43
03989628000150;0;4781400;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;47
04672167000150;0;1412601;CONFECCAO DE PECAS DE VESTUARIO, EXCETO ROUPAS INTIMAS E AS CONFECCIONADAS SOB MEDIDA;14
04672167000150;1;1412603;FACCAO DE PECAS DO VESTUARIO, EXCETO ROUPAS INTIMAS;14
00080800000160;0;4635402;COMERCIO ATACADISTA DE BEBIDAS NAO ESPECIFICADAS ANTERIORMENTE;46
00080800000160;1;4635499;COMERCIO ATACADISTA DE CERVEJA, CHOPE E REFRIGERANTE;46
00080800000160;2;4639701;COMERCIO ATACADISTA DE PRODUTOS ALIMENTICIOS EM GERAL;46
08934789000160;0;4120400;ADMINISTRACAO DE OBRAS;41
08934789000160;1;4211101;CONSTRUCAO DE EDIFICIOS;42
08934789000160;2;4313400;CONSTRUCAO DE RODOVIAS E FERROVIAS;43
08934789000160;3;4399101;OBRAS DE TERRAPLENAGEM;43
08934789000160;4;4399105;PERFURACAO E CONSTRUCAO DE POCOS DE AGUA;43
10868171000190;0;4723700;COMERCIO VAREJISTA DE BEBIDAS;47
10868171000190;1;5611201;RESTAURANTES E SIMILARES;56
15619561000140;0;4723700;COMERCIO VAREJISTA DE BEBIDAS;47
97523603000100;0;4329105;ATIVIDADES DE POSPRODUCAO CINEMATOGRAFICA, DE VIDEOS E DE PROGRAMAS DE TELEVISAO NAO ESPECIFICADAS ANTERIORMENTE;43
97523603000100;1;4751200;COMERCIO VAREJISTA DE OUTROS ARTIGOS DE USO PESSOAL E DOMESTICO NAO ESPECIFICADOS ANTERIORMENTE;47
97523603000100;2;4751202;COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA;47
97523603000100;3;4759899;RECARGA DE CARTUCHOS PARA EQUIPAMENTOS DE INFORMATICA;47
97523603000100;4;5912099;TRATAMENTOS TERMICOS, ACUSTICOS OU DE VIBRACAO;59
00276923000170;0;4635499;COMERCIO ATACADISTA DE BEBIDAS NAO ESPECIFICADAS ANTERIORMENTE;46
11505307000160;0;5611201;BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS;56
11505307000160;1;5611202;RESTAURANTES E SIMILARES;56
01649949000180;0;4612500;REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE COMBUSTIVEIS, MINERAIS, PRODUTOS SIDERURGICOS E QUIMICOS;46
15343611000100;0;4712100;COMERCIO VAREJISTA DE LATICINIOS E FRIOS;47
15343611000100;1;4721102;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS;47
15343611000100;2;4721103;COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE;47
15343611000100;3;4729601;PADARIA E CONFEITARIA COM PREDOMINANCIA DE REVENDA;47
15343611000100;4;4789099;TABACARIA;47
08873165000180;0;4723700;COMERCIO VAREJISTA DE BEBIDAS;47
08873165000180;1;4784900;COMERCIO VAREJISTA DE GAS LIQUEFEITO DE PETROLEO GLP;47
06984947000160;0;4752100;COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS DE TELEFONIA E COMUNICACAO;47
12488964000100;0;5611203;LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES;56
04470930000160;0;4712100;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS;47
15112044000180;0;4684299;COMERCIO ATACADISTA DE OUTROS PRODUTOS QUIMICOS E PETROQUIMICOS NAO ESPECIFICADOS ANTERIORMENTE;46
10576750000160;0;4321500;COMERCIO VAREJISTA DE MATERIAL ELETRICO;43
10576750000160;1;4742300;INSTALACAO E MANUTENCAO ELETRICA;47
16953220000170;0;4321500;COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA;43
16953220000170;1;4751200;INSTALACAO E MANUTENCAO ELETRICA;47
16953220000170;2;6190699;OUTRAS ATIVIDADES DE TELECOMUNICACOES NAO ESPECIFICADAS ANTERIORMENTE;61
16953220000170;3;8599603;REPARACAO E MANUTENCAO DE COMPUTADORES E DE EQUIPAMENTOS PERIFERICOS;85
16953220000170;4;9511800;TREINAMENTO EM INFORMATICA;95
10741424000160;0;6821801;CORRETAGEM NA COMPRA E VENDA E AVALIACAO DE IMOVEIS;68
12127415000100;0;1412601;COMERCIO ATACADISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS, EXCETO PROFISSIONAIS E DE SEGURANCA;14
12127415000100;1;4642701;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;46
12127415000100;2;4781400;COMERCIO VAREJISTA DE SUVENIRES, BIJUTERIAS E ARTESANATOS;47
12127415000100;3;4789001;CONFECCAO DE PECAS DE VESTUARIO, EXCETO ROUPAS INTIMAS E AS CONFECCIONADAS SOB MEDIDA;47
12127415000100;4;9529199;REPARACAO E MANUTENCAO DE OUTROS OBJETOS E EQUIPAMENTOS PESSOAIS E DOMESTICOS NAO ESPECIFICADOS ANTERIORMENTE;95
11581441000140;0;4120400;CONSTRUCAO DE EDIFICIOS;41
11581441000140;1;4211101;CONSTRUCAO DE REDES DE ABASTECIMENTO DE AGUA, COLETA DE ESGOTO E CONSTRUCOES CORRELATAS, EXCETO OBRAS DE IRRIGACAO;42
11581441000140;2;4213800;CONSTRUCAO DE RODOVIAS E FERROVIAS;42
11581441000140;3;4222701;OBRAS DE IRRIGACAO;42
11581441000140;4;4222702;OBRAS DE URBANIZACAO  RUAS, PRACAS E CALCADAS;42
07789068000140;0;4781400;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;47
12790129000120;0;4322301;INSTALACAO E MANUTENCAO DE SISTEMAS CENTRAIS DE AR CONDICIONADO, DE VENTILACAO E REFRIGERACAO;43
12790129000120;1;4322302;INSTALACOES HIDRAULICAS, SANITARIAS E DE GAS;43
12790129000120;2;9511800;REPARACAO E MANUTENCAO DE COMPUTADORES E DE EQUIPAMENTOS PERIFERICOS;95
12790129000120;3;9512600;REPARACAO E MANUTENCAO DE EQUIPAMENTOS DE COMUNICACAO;95
13649202000100;0;4772500;ATIVIDADES DE ESTETICA E OUTROS SERVICOS DE CUIDADOS COM A BELEZA;47
13649202000100;1;9602501;CABELEIREIROS, MANICURE E PEDICURE;96
13649202000100;2;9602502;COMERCIO VAREJISTA DE COSMETICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL;96
11664042004130;0;4753900;COMERCIO VAREJISTA DE OUTROS ARTIGOS DE USO PESSOAL E DOMESTICO NAO ESPECIFICADOS ANTERIORMENTE;47
11664042004130;1;4759899;COMERCIO VAREJISTA ESPECIALIZADO DE ELETRODOMESTICOS E EQUIPAMENTOS DE AUDIO E VIDEO;47
13147664000120;0;4789099;ATIVIDADES PAISAGISTICAS;47
13147664000120;1;8130300;COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE;81
11169468000120;0;4712100;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS;47
11278830000100;0;3313901;MANUTENCAO E REPARACAO DE GERADORES, TRANSFORMADORES E MOTORES ELETRICOS;33
86814241000190;0;4635402;COMERCIO ATACADISTA DE CERVEJA, CHOPE E REFRIGERANTE;46
10632490000100;0;4520006;COMERCIO A VAREJO DE PNEUMATICOS E CAMARASDEAR;45
10632490000100;1;4530705;SERVICOS DE BORRACHARIA PARA VEICULOS AUTOMOTORES;45
12433122000150;0;5611203;CABELEIREIROS, MANICURE E PEDICURE;56
12433122000150;1;9602501;LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES;96
10369152000110;0;1013901;FABRICACAO DE PRODUTOS DE CARNE;10
13616554000160;0;1813099;COMERCIO VAREJISTA DE ARTIGOS DE PAPELARIA;18
13616554000160;1;4741500;COMERCIO VAREJISTA DE TINTAS E MATERIAIS PARA PINTURA;47
13616554000160;2;4761003;IMPRESSAO DE MATERIAL PARA OUTROS USOS;47
11871534000100;0;5223100;ESTACIONAMENTO DE VEICULOS;52
10461592000100;0;6619302;ATIVIDADES DE COBRANCAS E INFORMACOES CADASTRAIS;66
10461592000100;1;6619399;CORRESPONDENTES DE INSTITUICOES FINANCEIRAS;66
10461592000100;2;8291100;OUTRAS ATIVIDADES AUXILIARES DOS SERVICOS FINANCEIROS NAO ESPECIFICADAS ANTERIORMENTE;82
10737245000150;0;4784900;COMERCIO VAREJISTA DE GAS LIQUEFEITO DE PETROLEO GLP;47
13494676000120;0;8593700;ENSINO DE IDIOMAS;85
12960445000100;0;9602502;ATIVIDADES DE ESTETICA E OUTROS SERVICOS DE CUIDADOS COM A BELEZA;96
02586057000140;0;4619200;REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE MERCADORIAS EM GERAL NAO ESPECIALIZADO;46
07699594000110;0;3314709;COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA;33
07699594000110;1;4751200;MANUTENCAO E REPARACAO DE MAQUINAS DE ESCREVER, CALCULAR E DE OUTROS EQUIPAMENTOS NAOELETRONICOS PARA ESCRITORIO;47
07699594000110;2;9511800;REPARACAO E MANUTENCAO DE COMPUTADORES E DE EQUIPAMENTOS PERIFERICOS;95
92609791000170;0;5611202;BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS;56
78485950000140;0;9329899;ATIVIDADES DE ASSOCIACOES DE DEFESA DE DIREITOS SOCIAIS;93
78485950000140;1;9430800;OUTRAS ATIVIDADES DE RECREACAO E LAZER NAO ESPECIFICADAS ANTERIORMENTE;94
08416923000130;0;0113000;CRIACAO DE BOVINOS PARA CORTE;01
08416923000130;1;0151201;CULTIVO DE CANADEACUCAR;01
04305474000100;0;6462000;ALUGUEL DE IMOVEIS PROPRIOS;64
04305474000100;1;6810201;COMPRA E VENDA DE IMOVEIS PROPRIOS;68
04305474000100;2;6810202;HOLDINGS DE INSTITUICOES NAOFINANCEIRAS;68
04305474000100;3;8299799;OUTRAS ATIVIDADES DE SERVICOS PRESTADOS PRINCIPALMENTE AS EMPRESAS NAO ESPECIFICADAS ANTERIORMENTE;82
77042620000380;0;5611201;RESTAURANTES E SIMILARES;56
07467207000110;0;4763602;COMERCIO VAREJISTA DE ARTIGOS ESPORTIVOS;47
01738610000150;0;4755502;COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO;47
08839951000160;0;9430800;ATIVIDADES DE ASSOCIACOES DE DEFESA DE DIREITOS SOCIAIS;94
08839951000160;1;9493600;ATIVIDADES DE ORGANIZACOES ASSOCIATIVAS LIGADAS A CULTURA E A ARTE;94
14638402000120;0;4923002;SERVICO DE TRANSPORTE DE PASSAGEIROS  LOCACAO DE AUTOMOVEIS COM MOTORISTA;49
14638402000120;1;4924800;SERVICOS DE ENTREGA RAPIDA;49
14638402000120;2;4929901;TRANSPORTE ESCOLAR;49
14638402000120;3;4930201;TRANSPORTE RODOVIARIO COLETIVO DE PASSAGEIROS, SOB REGIME DE FRETAMENTO, MUNICIPAL;49
14638402000120;4;5320202;TRANSPORTE RODOVIARIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANCAS, MUNICIPAL;53
15589437000180;0;9602501;CABELEIREIROS, MANICURE E PEDICURE;96
41064510000100;0;7911200;AGENCIAS DE VIAGENS;79
41064510000100;1;7912100;OPERADORES TURISTICOS;79
16611987000110;0;2599301;INSTALACAO DE PORTAS, JANELAS, TETOS, DIVISORIAS E ARMARIOS EMBUTIDOS DE QUALQUER MATERIAL;25
16611987000110;1;4321500;INSTALACAO E MANUTENCAO ELETRICA;43
16611987000110;2;4322301;INSTALACOES HIDRAULICAS, SANITARIAS E DE GAS;43
16611987000110;3;4330402;SERVICOS DE CONFECCAO DE ARMACOES METALICAS PARA A CONSTRUCAO;43
16611987000110;4;4330404;SERVICOS DE PINTURA DE EDIFICIOS EM GERAL;43
16609589000160;0;8592999;ENSINO DE ARTE E CULTURA NAO ESPECIFICADO ANTERIORMENTE;85
14479322000170;0;4713002;COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO;47
14479322000170;1;4729699;COMERCIO VAREJISTA DE ARTIGOS DE OPTICA;47
14479322000170;2;4755502;COMERCIO VAREJISTA DE PRODUTOS ALIMENTICIOS EM GERAL OU ESPECIALIZADO EM PRODUTOS ALIMENTICIOS NAO ESPECIFICADOS ANTERIORMENTE;47
14479322000170;3;4771701;COMERCIO VAREJISTA DE PRODUTOS FARMACEUTICOS, SEM MANIPULACAO DE FORMULAS;47
14479322000170;4;4774100;LOJAS DE VARIEDADES, EXCETO LOJAS DE DEPARTAMENTOS OU MAGAZINES;47
15714147000110;0;5611203;LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES;56
15406892000100;0;4520002;SERVICOS DE LANTERNAGEM OU FUNILARIA E PINTURA DE VEICULOS AUTOMOTORES;45
15407071000180;0;4921301;TRANSPORTE ESCOLAR;49
15407071000180;1;4922101;TRANSPORTE RODOVIARIO COLETIVO DE PASSAGEIROS, COM ITINERARIO FIXO, INTERMUNICIPAL, EXCETO EM REGIAO METROPOLITANA;49
15407071000180;2;4924800;TRANSPORTE RODOVIARIO COLETIVO DE PASSAGEIROS, COM ITINERARIO FIXO, MUNICIPAL;49
15407071000180;3;4930201;TRANSPORTE RODOVIARIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANCAS, MUNICIPAL;49
09360188000900;0;0113000;CULTIVO DE CANADEACUCAR;01
08643832000480;0;0151201;CRIACAO DE BOVINOS PARA CORTE;01
07916003000380;0;0113000;CULTIVO DE CANADEACUCAR;01
08339361000330;0;0111302;CULTIVO DE MILHO;01
08339361000330;1;0115600;CULTIVO DE SOJA;01
50132810000170;0;9491000;ATIVIDADES DE ORGANIZACOES RELIGIOSAS OU FILOSOFICAS;94
08193737000260;0;0131800;CULTIVO DE LARANJA;01
13698318000130;0;4921301;TRANSPORTE RODOVIARIO COLETIVO DE PASSAGEIROS, COM ITINERARIO FIXO, MUNICIPAL;49
02112772000140;0;1033301;COMERCIO ATACADISTA DE EMBALAGENS;10
02112772000140;1;4686902;FABRICACAO DE SUCOS CONCENTRADOS DE FRUTAS, HORTALICAS E LEGUMES;46
05033703000130;0;4721104;ALUGUEL DE FITAS DE VIDEO, DVDS E SIMILARES;47
05033703000130;1;4763601;COMERCIO VAREJISTA DE ARTIGOS FOTOGRAFICOS E PARA FILMAGEM;47
05033703000130;2;4789008;COMERCIO VAREJISTA DE BRINQUEDOS E ARTIGOS RECREATIVOS;47
05033703000130;3;7722500;COMERCIO VAREJISTA DE DOCES, BALAS, BOMBONS E SEMELHANTES;77
12608073000140;0;8630501;ATIVIDADE MEDICA AMBULATORIAL COM RECURSOS PARA REALIZACAO DE PROCEDIMENTOS CIRURGICOS;86
12608073000140;1;9602502;ATIVIDADES DE ESTETICA E OUTROS SERVICOS DE CUIDADOS COM A BELEZA;96
13487612000100;0;4782202;ALUGUEL DE EQUIPAMENTOS CIENTIFICOS, MEDICOS E HOSPITALARES, SEM OPERADOR;47
13487612000100;1;4789001;COMERCIO VAREJISTA DE ARTIGOS DE VIAGEM;47
13487612000100;2;7739002;COMERCIO VAREJISTA DE SUVENIRES, BIJUTERIAS E ARTESANATOS;77
26085803000180;0;4322303;COMERCIO VAREJISTA ESPECIALIZADO DE ELETRODOMESTICOS E EQUIPAMENTOS DE AUDIO E VIDEO;43
26085803000180;1;4753900;FORNECIMENTO DE ALIMENTOS PREPARADOS PREPONDERANTEMENTE PARA EMPRESAS;47
26085803000180;2;5611201;INSTALACOES DE SISTEMA DE PREVENCAO CONTRA INCENDIO;56
26085803000180;3;5620101;RESTAURANTES E SIMILARES;56
26085803000180;4;8230001;SERVICOS DE ORGANIZACAO DE FEIRAS, CONGRESSOS, EXPOSICOES E FESTAS;82
15756999000170;0;4930201;TRANSPORTE RODOVIARIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANCAS, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL;49
15756999000170;1;4930202;TRANSPORTE RODOVIARIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANCAS, MUNICIPAL;49
03455698000390;0;0151201;CRIACAO DE BOVINOS PARA CORTE;01
05568312000110;0;4930202;TRANSPORTE RODOVIARIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANCAS, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL;49
